"","id","name","gene.id","gene.symbol","gene.name","entrez.id","chromosome","start.position","end.position","p","fold.change"
"25804",1035729,"CUST_24_PI416261804",78973,"C16orf78","chromosome 16 open reading frame 78",123970,"16","n/a","n/a",0.369,1.03
"25805",1037501,"CUST_5186_PI416261804",58815,"KRTAP4-4","keratin associated protein 4-4",84616,"17","n/a","n/a",0.397,1.03
"25806",1031038,"CUST_59_PI416379584",134571,"C9orf173","chromosome 9 open reading frame 173",441476,"9","n/a","n/a",0.255,1.03
"25807",1043282,"CUST_13132_PI416261804",31041,"IL23A","interleukin 23, alpha subunit p19",51561,"12","n/a","n/a",0.352,1.029
"25808",1040032,"CUST_6249_PI416261804",40716,"GOLPH3","golgi phosphoprotein 3 (coat-protein)",64083,"5","n/a","n/a",0.334,1.029
"25809",1021551,"CUST_153_PI417507815",169767,"LOC648913","similar to a disintegrin and metallopeptidase domain 6",648913,"Un","n/a","n/a",0.285,1.029
"25810",1032491,"A_24_P323084",94202,"LINC00482","long intergenic non-protein coding RNA 482",284185,"17","n/a","n/a",0.347,1.029
"25811",1061975,"A_24_P923303",1005631,"A_24_P903049","AGILENT probe A_24_P903049 (non-RefSeq)",0,"n/a","n/a","n/a",0.258,1.029
"25812",1063989,"A_24_P943411",1006995,"A_24_P943411","AGILENT probe A_24_P943411 (non-RefSeq)",0,"n/a","n/a","n/a",0.347,1.029
"25813",1055049,"CUST_14365_PI416261804",3564,"IL11","interleukin 11",3589,"19","n/a","n/a",0.306,1.029
"25814",1036883,"A_23_P345707",59901,"C15orf42","chromosome 15 open reading frame 42",90381,"15","n/a","n/a",0.302,1.029
"25815",1053970,"A_23_P400235",4568,"MUT","methylmalonyl CoA mutase",4594,"6","n/a","n/a",0.258,1.029
"25816",1061835,"A_24_P944478",1005545,"A_24_P247849","AGILENT probe A_24_P247849 (non-RefSeq)",0,"n/a","n/a","n/a",0.255,1.029
"25817",1049088,"A_23_P135966",8897,"SLC25A14","solute carrier family 25 (mitochondrial carrier, brain), member 14",9016,"X","n/a","n/a",0.336,1.029
"25818",1044685,"CUST_747_PI416261804",26816,"DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides",27071,"4","n/a","n/a",0.335,1.029
"25819",1046567,"A_23_P96853",10965,"FAF1","Fas (TNFRSF6) associated factor 1",11124,"1","n/a","n/a",0.316,1.029
"25820",1061667,"A_24_P652502",1005444,"A_23_P44857","AGILENT probe A_23_P44857 (non-RefSeq)",0,"n/a","n/a","n/a",0.26,1.029
"25821",1050003,"A_23_P127027",7981,"CUBN","cubilin (intrinsic factor-cobalamin receptor)",8029,"10","n/a","n/a",0.34,1.029
"25822",1060199,"A_24_P824005",1004466,"A_24_P824005","AGILENT probe A_24_P824005 (non-RefSeq)",0,"n/a","n/a","n/a",0.365,1.029
"25823",1018399,"A_23_P11119",29807,"ERVW-1","endogenous retrovirus group W, member 1",30816,"7","n/a","n/a",0.386,1.029
"25824",1034868,"CUST_7409_PI416261804",80262,"SLC34A3","solute carrier family 34 (sodium phosphate), member 3",142680,"9","n/a","n/a",0.264,1.029
"25825",1061879,"A_24_P889962",1005575,"A_24_P889962","AGILENT probe A_24_P889962 (non-RefSeq)",0,"n/a","n/a","n/a",0.298,1.029
"25826",1049790,"CUST_517_PI416261804",8301,"HIST1H4A","histone cluster 1, H4a",8359,"6","n/a","n/a",0.368,1.029
"25827",1017790,"CUST_716_PI416573500",110101,"NOTO","notochord homeobox",344022,"2","n/a","n/a",0.33,1.029
"25828",1061513,"A_23_P71635",1005332,"A_23_P71635","AGILENT probe A_23_P71635 (non-RefSeq)",0,"n/a","n/a","n/a",0.364,1.029
"25829",1062716,"A_32_P145335",1006147,"A_24_P915294","AGILENT probe A_24_P915294 (non-RefSeq)",0,"n/a","n/a","n/a",0.3,1.029
"25830",1022596,"A_23_P17287",94481,"IAH1","isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)",285148,"2","n/a","n/a",0.315,1.029
"25831",1040256,"A_24_P347880",37768,"ALOXE3","arachidonate lipoxygenase 3",59344,"17","n/a","n/a",0.391,1.029
"25832",1061741,"A_24_P222059",1005492,"A_24_P222059","AGILENT probe A_24_P222059 (non-RefSeq)",0,"n/a","n/a","n/a",0.29,1.029
"25833",1011736,"CUST_2692_PI416261804",1000778,"LOC100129455","uncharacterized LOC100129455",100129455,"2","n/a","n/a",0.309,1.029
"25834",1059808,"A_24_P408449",1004169,"A_24_P408449","AGILENT probe A_24_P408449 (non-RefSeq)",0,"n/a","n/a","n/a",0.236,1.029
"25835",1068692,"A_24_P916105",1010127,"A_24_P341972","AGILENT probe A_24_P341972 (non-RefSeq)",0,"n/a","n/a","n/a",0.329,1.029
"25836",1070984,"CUST_2638_PI416261804",1011972,"CUST_2638_PI416261804","AGILENT probe CUST_2638_PI416261804 (non-RefSeq)",0,"n/a","n/a","n/a",0.394,1.029
"25837",1069863,"A_24_P761727",180674,"LOC727803","RAN binding protein 1 pseudogene",727803,"12","n/a","n/a",0.278,1.029
"25838",1061841,"A_24_P931059",1005551,"A_24_P931059","AGILENT probe A_24_P931059 (non-RefSeq)",0,"n/a","n/a","n/a",0.318,1.029
"25839",1025218,"A_32_P117723",133834,"NUDT4P1","nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1",440672,"1","n/a","n/a",0.368,1.029
"25840",1046915,"CUST_6646_PI416261804",10689,"SRCAP","Snf2-related CREBBP activator protein",10847,"16","n/a","n/a",0.397,1.029
"25841",1066491,"A_23_P346670",1008667,"A_23_P346670","AGILENT probe A_23_P346670 (non-RefSeq)",0,"n/a","n/a","n/a",0.404,1.029
"25842",1016368,"A_23_P149707",37326,"DLGAP3","discs, large (Drosophila) homolog-associated protein 3",58512,"1","n/a","n/a",0.357,1.029
"25843",1038351,"CUST_9334_PI416261804",57249,"LRRC3","leucine rich repeat containing 3",81543,"21","n/a","n/a",0.39,1.029
"25844",1066620,"A_24_P456353",1008751,"A_24_P456353","AGILENT probe A_24_P456353 (non-RefSeq)",0,"n/a","n/a","n/a",0.244,1.029
"25845",1038028,"A_23_P158118",58078,"USP26","ubiquitin specific peptidase 26",83844,"X","n/a","n/a",0.234,1.029
"25846",1026333,"A_32_P32391",93982,"OR7E156P","olfactory receptor, family 7, subfamily E, member 156 pseudogene",283491,"13","n/a","n/a",0.317,1.029
"25847",1026557,"CUST_402_PI416408490",9009,"KCNQ4","potassium voltage-gated channel, KQT-like subfamily, member 4",9132,"1","n/a","n/a",0.379,1.029
"25848",1029004,"A_23_P165968",6370,"SEMG1","semenogelin I",6406,"20","n/a","n/a",0.267,1.029
"25849",1015178,"CUST_5166_PI416261804",81384,"C9orf84","chromosome 9 open reading frame 84",158401,"9","n/a","n/a",0.251,1.029
"25850",1064979,"A_24_P277188",1007664,"A_23_P69089","AGILENT probe A_23_P69089 (non-RefSeq)",0,"n/a","n/a","n/a",0.386,1.029
"25851",1020869,"CUST_2510_PI416261804",182374,"LOC728431","uncharacterized LOC728431",728431,"1","n/a","n/a",0.422,1.029
"25852",1065723,"A_32_P91507",1008167,"A_32_P91507","AGILENT probe A_32_P91507 (non-RefSeq)",0,"n/a","n/a","n/a",0.383,1.029
"25853",1025698,"CUST_5521_PI416261804",5966,"RGS3","regulator of G-protein signaling 3",5998,"9","n/a","n/a",0.393,1.029
"25854",1042747,"A_32_P122639",34022,"SLC35F2","solute carrier family 35, member F2",54733,"11","n/a","n/a",0.337,1.029
"25855",1026923,"CUST_7945_PI416261804",25896,"PHF19","PHD finger protein 19",26147,"9","n/a","n/a",0.33,1.029
"25856",1018413,"A_23_P5018",55856,"LOC80054","uncharacterized LOC80054",80054,"19","n/a","n/a",0.339,1.029
"25857",1051610,"A_24_P48177",6447,"ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2",6483,"16","n/a","n/a",0.34,1.029
"25858",1033439,"CUST_10247_PI416261804",83655,"TIGIT","T cell immunoreceptor with Ig and ITIM domains",201633,"3","n/a","n/a",0.368,1.029
"25859",1039410,"CUST_13911_PI416261804",54894,"TRPM8","transient receptor potential cation channel, subfamily M, member 8",79054,"2","n/a","n/a",0.323,1.029
"25860",1011953,"CUST_9348_PI416261804",37072,"HES4","hairy and enhancer of split 4 (Drosophila)",57801,"1","n/a","n/a",0.346,1.029
"25861",1068218,"A_23_P315106",5348,"PMS2L2","postmeiotic segregation increased 2-like 2 pseudogene",5380,"7","n/a","n/a",0.37,1.029
"25862",1045372,"A_32_P185943",23900,"ZNF318","zinc finger protein 318",24149,"6","n/a","n/a",0.242,1.029
"25863",1046557,"A_24_P299503",10971,"ZWINT","ZW10 interactor",11130,"10","n/a","n/a",0.264,1.029
"25864",1036269,"A_24_P330021",77303,"SLC22A9","solute carrier family 22 (organic anion transporter), member 9",114571,"11","n/a","n/a",0.273,1.029
"25865",1037299,"CUST_6960_PI416261804",59063,"GPR128","G protein-coupled receptor 128",84873,"3","n/a","n/a",0.292,1.029
"25866",1068425,"A_24_P579826",1009918,"A_23_P89680","AGILENT probe A_23_P89680 (non-RefSeq)",0,"n/a","n/a","n/a",0.404,1.029
"25867",1038889,"CUST_4788_PI416261804",55646,"FAM124B","family with sequence similarity 124B",79843,"2","n/a","n/a",0.215,1.029
"25868",1068422,"A_23_P61042",1009916,"A_23_P61042","AGILENT probe A_23_P61042 (non-RefSeq)",0,"n/a","n/a","n/a",0.407,1.029
"25869",1027872,"CUST_2178_PI416261804",55161,"OR51G1","olfactory receptor, family 51, subfamily G, member 1",79324,"11","n/a","n/a",0.256,1.029
"25870",1027239,"CUST_32_PI416573500",126313,"OR5K3","olfactory receptor, family 5, subfamily K, member 3",403277,"3","n/a","n/a",0.245,1.029
"25871",1066479,"A_32_P40744",1008660,"A_32_P40744","AGILENT probe A_32_P40744 (non-RefSeq)",0,"n/a","n/a","n/a",0.338,1.029
"25872",1032775,"A_23_P423457",90383,"SERINC5","serine incorporator 5",256987,"5","n/a","n/a",0.309,1.029
"25873",1018103,"CUST_854_PI416573500",159013,"UBTFL1","upstream binding transcription factor, RNA polymerase I-like 1",642623,"11","n/a","n/a",0.377,1.029
"25874",1038191,"A_24_P918397",57566,"SLC25A28","solute carrier family 25 (mitochondrial iron transporter), member 28",81894,"10","n/a","n/a",0.311,1.029
"25875",1065228,"A_32_P193822",1007841,"A_32_P193822","AGILENT probe A_32_P193822 (non-RefSeq)",0,"n/a","n/a","n/a",0.25,1.029
"25876",1051986,"A_23_P170657",6149,"RPLP2","ribosomal protein, large, P2",6181,"11","n/a","n/a",0.37,1.029
"25877",1067625,"A_24_P229447",1009408,"A_24_P229447","AGILENT probe A_24_P229447 (non-RefSeq)",0,"n/a","n/a","n/a",0.388,1.029
"25878",1029166,"CUST_1761_PI416261804",85525,"OR8H1","olfactory receptor, family 8, subfamily H, member 1",219469,"11","n/a","n/a",0.354,1.029
"25879",1044510,"A_24_P286412",27042,"CRCP","CGRP receptor component",27297,"7","n/a","n/a",0.34,1.029
"25880",1018984,"CUST_10787_PI416261804",169862,"FAM74A3","family with sequence similarity 74, member A3",728495,"9","n/a","n/a",0.333,1.029
"25881",1035759,"CUST_26_PI416383280",78944,"SENP8","SUMO/sentrin specific peptidase family member 8",123228,"15","n/a","n/a",0.374,1.029
"25882",1068936,"A_24_P892137",1010321,"A_24_P892137","AGILENT probe A_24_P892137 (non-RefSeq)",0,"n/a","n/a","n/a",0.278,1.029
"25883",1070675,"A_24_P556503",1011663,"A_24_P556503","AGILENT probe A_24_P556503 (non-RefSeq)",0,"n/a","n/a","n/a",0.366,1.029
"25884",1028805,"A_32_P89679",80354,"ALG10B","asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog B (yeast)",144245,"12","n/a","n/a",0.225,1.029
"25885",1041212,"A_24_P935881",168738,"SERF1B","small EDRK-rich factor 1B (centromeric)",728492,"5","n/a","n/a",0.373,1.029
"25886",1069639,"A_24_P333193",1010901,"A_24_P333191","AGILENT probe A_24_P333191 (non-RefSeq)",0,"n/a","n/a","n/a",0.29,1.029
"25887",1029629,"A_24_P134195",60079,"MYADM","myeloid-associated differentiation marker",91663,"19","n/a","n/a",0.396,1.029
"25888",1068015,"A_24_P59053",1009612,"A_24_P254833","AGILENT probe A_24_P254833 (non-RefSeq)",0,"n/a","n/a","n/a",0.295,1.029
"25889",1054840,"A_23_P315772",3725,"KCND1","potassium voltage-gated channel, Shal-related subfamily, member 1",3750,"X","n/a","n/a",0.368,1.029
"25890",1030080,"A_23_P59630",5355,"PMS2P3","postmeiotic segregation increased 2 pseudogene 3",5387,"7","n/a","n/a",0.323,1.029
"25891",1050499,"A_24_P296520",7283,"UBE2G1","ubiquitin-conjugating enzyme E2G 1",7326,"17","n/a","n/a",0.34,1.029
"25892",1016431,"A_23_P161769",483,"FXYD2","FXYD domain containing ion transport regulator 2",486,"11","n/a","n/a",0.399,1.029
"25893",1064334,"A_24_P477516",1007229,"A_24_P477516","AGILENT probe A_24_P477516 (non-RefSeq)",0,"n/a","n/a","n/a",0.375,1.029
"25894",1028638,"CUST_191_PI416379584",55132,"OR5H6","olfactory receptor, family 5, subfamily H, member 6",79295,"3","n/a","n/a",0.254,1.029
"25895",1013681,"A_32_P178855",79560,"C5orf47","chromosome 5 open reading frame 47",133491,"5","n/a","n/a",0.356,1.029
"25896",1060691,"A_24_P936628",1004816,"A_24_P936628","AGILENT probe A_24_P936628 (non-RefSeq)",0,"n/a","n/a","n/a",0.369,1.029
"25897",1020122,"A_23_P108135",8864,"AP3D1","adaptor-related protein complex 3, delta 1 subunit",8943,"19","n/a","n/a",0.322,1.029
"25898",1025234,"CUST_4195_PI416261804",9926,"MUC12","mucin 12, cell surface associated",10071,"7","n/a","n/a",0.269,1.029
"25899",1045926,"A_23_P156109",22952,"FAF2","Fas associated factor family member 2",23197,"5","n/a","n/a",0.275,1.029
"25900",1019875,"CUST_4503_PI416261804",169686,"LOC729275","uncharacterized LOC729275",729275,"X","n/a","n/a",0.387,1.029
"25901",1025635,"CUST_1026_PI416573500",22647,"ZNF365","zinc finger protein 365",22891,"10","n/a","n/a",0.358,1.029
"25902",1067479,"CUST_2570_PI416261804",171077,"LOC728716","uncharacterized LOC728716",728716,"1","n/a","n/a",0.394,1.029
"25903",1018652,"A_23_P344655",166053,"FLJ36848","uncharacterized LOC647115",647115,"2","n/a","n/a",0.393,1.029
"25904",1026979,"CUST_1226_PI416261804",85524,"OR5T2","olfactory receptor, family 5, subfamily T, member 2",219464,"11","n/a","n/a",0.369,1.029
"25905",1052074,"CUST_3781_PI416261804",6106,"RPL15","ribosomal protein L15",6138,"3","n/a","n/a",0.325,1.029
"25906",1065283,"A_24_P357933",1007878,"A_24_P357933","AGILENT probe A_24_P357933 (non-RefSeq)",0,"n/a","n/a","n/a",0.313,1.029
"25907",1024521,"CUST_438_PI416573500",109594,"RNASE10","ribonuclease, RNase A family, 10 (non-active)",338879,"14","n/a","n/a",0.281,1.029
"25908",1065445,"A_23_P200843",1007986,"A_23_P200843","AGILENT probe A_23_P200843 (non-RefSeq)",0,"n/a","n/a","n/a",0.412,1.029
"25909",1021072,"CUST_7140_PI416261804",110069,"HSP90B3P","heat shock protein 90kDa beta (Grp94), member 3, pseudogene",343477,"1","n/a","n/a",0.397,1.029
"25910",1026616,"CUST_12417_PI416261804",8581,"NUMB","numb homolog (Drosophila)",8650,"14","n/a","n/a",0.337,1.029
"25911",1014326,"CUST_188_PI416261804",34116,"NXPE4","neurexophilin and PC-esterase domain family, member 4",54827,"11","n/a","n/a",0.351,1.029
"25912",1026332,"CUST_1182_PI416379584",149581,"SPANXN1","SPANX family, member N1",494118,"X","n/a","n/a",0.337,1.029
"25913",1062232,"CUST_3884_PI416261804",1005806,"A_32_P76992","AGILENT probe A_32_P76992 (non-RefSeq)",0,"n/a","n/a","n/a",0.397,1.029
"25914",1031473,"CUST_302_PI416379584",57051,"OR10W1","olfactory receptor, family 10, subfamily W, member 1",81341,"11","n/a","n/a",0.23,1.029
"25915",1068613,"A_24_P693448",1010065,"A_24_P25470","AGILENT probe A_24_P25470 (non-RefSeq)",0,"n/a","n/a","n/a",0.37,1.029
"25916",1045626,"A_32_P4324",23267,"SUZ12","suppressor of zeste 12 homolog (Drosophila)",23512,"17","n/a","n/a",0.388,1.029
"25917",1010791,"A_23_P324351",37927,"BPESC1","blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding)",60467,"3","n/a","n/a",0.287,1.029
"25918",1057776,"CUST_15804_PI416261804",1565,"CYP3A5","cytochrome P450, family 3, subfamily A, polypeptide 5",1577,"7","n/a","n/a",0.396,1.029
"25919",1035362,"CUST_600_PI416573500",79406,"OR9A4","olfactory receptor, family 9, subfamily A, member 4",130075,"7","n/a","n/a",0.26,1.029
"25920",1063042,"A_24_P73848",59489,"FBF1","Fas (TNFRSF6) binding factor 1",85302,"17","n/a","n/a",0.366,1.029
"25921",1048331,"A_23_P161507",9489,"MTL5","metallothionein-like 5, testis-specific (tesmin)",9633,"11","n/a","n/a",0.387,1.029
"25922",1063067,"A_24_P221778",1006391,"A_24_P221778","AGILENT probe A_24_P221778 (non-RefSeq)",0,"n/a","n/a","n/a",0.386,1.029
"25923",1067309,"A_24_P42285",1009226,"A_24_P42285","AGILENT probe A_24_P42285 (non-RefSeq)",0,"n/a","n/a","n/a",0.404,1.029
"25924",1069231,"A_23_P144208",1010557,"A_23_P144208","AGILENT probe A_23_P144208 (non-RefSeq)",0,"n/a","n/a","n/a",0.253,1.029
"25925",1070136,"A_24_P203442",1011215,"A_24_P203442","AGILENT probe A_24_P203442 (non-RefSeq)",0,"n/a","n/a","n/a",0.269,1.029
"25926",1044753,"A_24_P204971",26704,"HBP1","HMG-box transcription factor 1",26959,"7","n/a","n/a",0.294,1.029
"25927",1025499,"CUST_659_PI416379584",149594,"DEFB136","defensin, beta 136",613210,"8","n/a","n/a",0.34,1.029
"25928",1040406,"A_23_P210690",37033,"TRIB3","tribbles homolog 3 (Drosophila)",57761,"20","n/a","n/a",0.323,1.029
"25929",1062166,"A_24_P915591",1279,"COL4A6","collagen, type IV, alpha 6",1288,"X","n/a","n/a",0.241,1.029
"25930",1033249,"CUST_1248_PI416261804",85613,"GDPD4","glycerophosphodiester phosphodiesterase domain containing 4",220032,"11","n/a","n/a",0.26,1.029
"25931",1062701,"A_24_P170902",1006137,"A_24_P170902","AGILENT probe A_24_P170902 (non-RefSeq)",0,"n/a","n/a","n/a",0.39,1.029
"25932",1046324,"A_24_P241276",11175,"EXOSC8","exosome component 8",11340,"13","n/a","n/a",0.308,1.029
"25933",1069434,"A_24_P762409",1010728,"A_24_P762409","AGILENT probe A_24_P762409 (non-RefSeq)",0,"n/a","n/a","n/a",0.285,1.029
"25934",1026091,"CUST_13150_PI416261804",81296,"ESCO2","establishment of cohesion 1 homolog 2 (S. cerevisiae)",157570,"8","n/a","n/a",0.357,1.029
"25935",1067387,"A_24_P203765",6476,"SLC1A7","solute carrier family 1 (glutamate transporter), member 7",6512,"1","n/a","n/a",0.411,1.029
"25936",1066979,"A_24_P239515",1008999,"A_24_P239515","AGILENT probe A_24_P239515 (non-RefSeq)",0,"n/a","n/a","n/a",0.334,1.029
"25937",1027705,"CUST_331_PI416573500",123881,"OR4N5","olfactory receptor, family 4, subfamily N, member 5",390437,"14","n/a","n/a",0.212,1.029
"25938",1046405,"CUST_587_PI416408490",11093,"SLC6A14","solute carrier family 6 (amino acid transporter), member 14",11254,"X","n/a","n/a",0.367,1.029
"25939",1050409,"A_23_P256223",7368,"VBP1","von Hippel-Lindau binding protein 1",7411,"X","n/a","n/a",0.326,1.029
"25940",1028259,"A_23_P421401",5127,"PDGFRB","platelet-derived growth factor receptor, beta polypeptide",5159,"5","n/a","n/a",0.298,1.029
"25941",1021279,"A_24_P634768",125444,"FLJ22763","uncharacterized LOC401081",401081,"3","n/a","n/a",0.394,1.029
"25942",1060940,"A_24_P715826",1004997,"A_24_P715826","AGILENT probe A_24_P715826 (non-RefSeq)",0,"n/a","n/a","n/a",0.379,1.029
"25943",1047354,"A_24_P365015",10334,"HOXB13","homeobox B13",10481,"17","n/a","n/a",0.288,1.029
"25944",1056285,"CUST_51_PI416383280",2797,"GP5","glycoprotein V (platelet)",2814,"3","n/a","n/a",0.254,1.029
"25945",1054229,"A_24_P348090",4175,"ME2","malic enzyme 2, NAD(+)-dependent, mitochondrial",4200,"18","n/a","n/a",0.268,1.029
"25946",1038873,"A_23_P114008",55656,"TM4SF20","transmembrane 4 L six family member 20",79853,"2","n/a","n/a",0.32,1.029
"25947",1031345,"CUST_1035_PI416379584",123572,"FAM75D1","family with sequence similarity 75, member D1",389763,"9","n/a","n/a",0.256,1.029
"25948",1016872,"CUST_4355_PI416261804",94417,"LOC284861","uncharacterized LOC284861",284861,"22","n/a","n/a",0.357,1.029
"25949",1010625,"CUST_6697_PI416261804",9509,"HS2ST1","heparan sulfate 2-O-sulfotransferase 1",9653,"1","n/a","n/a",0.379,1.029
"25950",1057096,"A_23_P59877",2156,"FABP5","fatty acid binding protein 5 (psoriasis-associated)",2171,"8","n/a","n/a",0.333,1.029
"25951",1062059,"A_23_P128897",1005689,"A_23_P128897","AGILENT probe A_23_P128897 (non-RefSeq)",0,"n/a","n/a","n/a",0.267,1.029
"25952",1063285,"A_23_P81327",1006534,"A_23_P81327","AGILENT probe A_23_P81327 (non-RefSeq)",0,"n/a","n/a","n/a",0.332,1.029
"25953",1013498,"CUST_3034_PI416261804",152030,"LOC648987","uncharacterized LOC648987",648987,"5","n/a","n/a",0.284,1.028
"25954",1040303,"A_23_P364517",37329,"SELK","selenoprotein K",58515,"3","n/a","n/a",0.324,1.028
"25955",1032107,"A_23_P409502",109345,"NLRP9","NLR family, pyrin domain containing 9",338321,"19","n/a","n/a",0.299,1.028
"25956",1037223,"A_23_P122805",59118,"TMEM209","transmembrane protein 209",84928,"7","n/a","n/a",0.319,1.028
"25957",1033756,"A_23_P362798",81739,"SLC30A8","solute carrier family 30 (zinc transporter), member 8",169026,"8","n/a","n/a",0.328,1.028
"25958",1057486,"A_23_P62196",1809,"DRP2","dystrophin related protein 2",1821,"X","n/a","n/a",0.386,1.028
"25959",1032717,"CUST_5728_PI416261804",92050,"TAS2R40","taste receptor, type 2, member 40",259286,"7","n/a","n/a",0.285,1.028
"25960",1021509,"CUST_6335_PI416261804",25685,"NSL1","NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)",25936,"1","n/a","n/a",0.34,1.028
"25961",1033040,"A_23_P325017",85883,"ZNRF2","zinc and ring finger 2",223082,"7","n/a","n/a",0.306,1.028
"25962",1064036,"A_32_P822905",1007027,"A_32_P822905","AGILENT probe A_32_P822905 (non-RefSeq)",0,"n/a","n/a","n/a",0.235,1.028
"25963",1064775,"A_24_P745352",1007533,"A_24_P745352","AGILENT probe A_24_P745352 (non-RefSeq)",0,"n/a","n/a","n/a",0.347,1.028
"25964",1012629,"CUST_10983_PI416261804",8378,"RAD54L","RAD54-like (S. cerevisiae)",8438,"1","n/a","n/a",0.32,1.028
"25965",1035871,"A_23_P24543",78792,"NXPE1","neurexophilin and PC-esterase domain family, member 1",120400,"11","n/a","n/a",0.428,1.028
"25966",1063922,"A_32_P209163",1006943,"A_32_P209163","AGILENT probe A_32_P209163 (non-RefSeq)",0,"n/a","n/a","n/a",0.35,1.028
"25967",1055338,"CUST_1664_PI417557136",3337,"HTR2B","5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled",3357,"2","n/a","n/a",0.384,1.028
"25968",1020012,"A_23_P67960",37089,"G6PC2","glucose-6-phosphatase, catalytic, 2",57818,"2","n/a","n/a",0.354,1.028
"25969",1067925,"A_24_P544661",1009583,"A_24_P710681","AGILENT probe A_24_P710681 (non-RefSeq)",0,"n/a","n/a","n/a",0.332,1.028
"25970",1043841,"CUST_15161_PI416261804",30535,"GMNN","geminin, DNA replication inhibitor",51053,"6","n/a","n/a",0.332,1.028
"25971",1037462,"CUST_8846_PI416261804",58857,"RNASE7","ribonuclease, RNase A family, 7",84659,"14","n/a","n/a",0.351,1.028
"25972",1068604,"A_32_P918263",1010060,"A_32_P918263","AGILENT probe A_32_P918263 (non-RefSeq)",0,"n/a","n/a","n/a",0.315,1.028
"25973",1058480,"CUST_12384_PI416261804",920,"CD8A","CD8a molecule",925,"2","n/a","n/a",0.382,1.028
"25974",1059223,"A_24_P115990",266,"AMHR2","anti-Mullerian hormone receptor, type II",269,"12","n/a","n/a",0.397,1.028
"25975",1015002,"CUST_9754_PI416261804",58498,"EFCAB2","EF-hand calcium binding domain 2",84288,"1","n/a","n/a",0.35,1.028
"25976",1063358,"A_24_P926462",1006585,"A_24_P926462","AGILENT probe A_24_P926462 (non-RefSeq)",0,"n/a","n/a","n/a",0.304,1.028
"25977",1060900,"A_24_P464273",1004965,"A_24_P464273","AGILENT probe A_24_P464273 (non-RefSeq)",0,"n/a","n/a","n/a",0.277,1.028
"25978",1047104,"A_24_P46066",10516,"CXCR6","chemokine (C-X-C motif) receptor 6",10663,"3","n/a","n/a",0.237,1.028
"25979",1067518,"A_24_P929565",125366,"UNQ6975","putative uncharacterized protein UNQ6975/PRO21958",400952,"2","n/a","n/a",0.302,1.028
"25980",1044064,"A_23_P114857",29805,"PLA2G2E","phospholipase A2, group IIE",30814,"1","n/a","n/a",0.33,1.028
"25981",1043136,"CUST_16727_PI416261804",31221,"WWOX","WW domain containing oxidoreductase",51741,"16","n/a","n/a",0.357,1.028
"25982",1013907,"CUST_5471_PI416261804",60083,"CENPL","centromere protein L",91687,"1","n/a","n/a",0.384,1.028
"25983",1066693,"A_24_P51374",1008805,"A_24_P51374","AGILENT probe A_24_P51374 (non-RefSeq)",0,"n/a","n/a","n/a",0.263,1.028
"25984",1022101,"A_24_P169507",79869,"MUC17","mucin 17, cell surface associated",140453,"7","n/a","n/a",0.272,1.028
"25985",1068997,"A_32_P189324",1010366,"A_24_P921264","AGILENT probe A_24_P921264 (non-RefSeq)",0,"n/a","n/a","n/a",0.406,1.028
"25986",1051149,"CUST_7644_PI416261804",6683,"SRM","spermidine synthase",6723,"1","n/a","n/a",0.332,1.028
"25987",1042113,"A_24_P935747",34523,"SMU1","smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)",55234,"9","n/a","n/a",0.326,1.028
"25988",1012225,"A_32_P22750",1283,"COL6A2","collagen, type VI, alpha 2",1292,"21","n/a","n/a",0.402,1.028
"25989",1071173,"A_24_P84608",1012161,"A_24_P84608","AGILENT probe A_24_P84608 (non-RefSeq)",0,"n/a","n/a","n/a",0.391,1.028
"25990",1013778,"A_24_P371184",55800,"ANKRD53","ankyrin repeat domain 53",79998,"2","n/a","n/a",0.412,1.028
"25991",1035639,"A_24_P44780",79068,"LOXHD1","lipoxygenase homology domains 1",125336,"18","n/a","n/a",0.321,1.028
"25992",1049496,"A_23_P69617",8564,"UNC5C","unc-5 homolog C (C. elegans)",8633,"4","n/a","n/a",0.347,1.028
"25993",1070901,"A_24_P937506",1011889,"A_24_P937506","AGILENT probe A_24_P937506 (non-RefSeq)",0,"n/a","n/a","n/a",0.301,1.028
"25994",1038158,"CUST_5109_PI416261804",169833,"RNF208","ring finger protein 208",727800,"9","n/a","n/a",0.381,1.028
"25995",1034872,"A_24_P123516",80258,"C5orf20","chromosome 5 open reading frame 20",140947,"5","n/a","n/a",0.275,1.028
"25996",1031438,"CUST_726_PI416379584",123003,"CLEC17A","C-type lectin domain family 17, member A",388512,"19","n/a","n/a",0.388,1.028
"25997",1031342,"CUST_1090_PI416573500",123588,"C9orf171","chromosome 9 open reading frame 171",389799,"9","n/a","n/a",0.272,1.028
"25998",1047839,"A_24_P62659",9955,"TSPAN2","tetraspanin 2",10100,"1","n/a","n/a",0.39,1.028
